"DateTime","Bus","Generation (MW)","Load (MW)","Price ($/MWh)","Revenue ($)","Cost ($)","Deficit(MW)","Surplus(MW)"
"20-OCT-2013 07:30","5101",0.00,0.00,0.00,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","5102",0.00,0.00,0.00,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","5103",0.00,0.00,0.00,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","511",0.00,0.00,9.62,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","512",0.00,0.00,9.91,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","513",0.00,0.00,9.82,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","514",0.00,4.86,9.90,0.00,24.07,0.00,0.00
"20-OCT-2013 07:30","515",0.00,0.00,9.90,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","516",0.00,1.81,9.84,0.00,8.93,0.00,0.00
"20-OCT-2013 07:30","517",0.00,1.79,9.86,0.00,8.82,0.00,0.00
"20-OCT-2013 07:30","518",0.00,0.00,9.86,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","519",0.00,0.00,9.84,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","520",0.00,3.65,9.84,0.00,17.95,0.00,0.00
"20-OCT-2013 07:30","521",0.00,3.69,9.83,0.00,18.13,0.00,0.00
"20-OCT-2013 07:30","522",0.00,6.50,9.46,0.00,30.73,0.00,0.00
"20-OCT-2013 07:30","523",0.00,3.84,9.48,0.00,18.18,0.00,0.00
"20-OCT-2013 07:30","524",0.00,0.00,9.45,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","525",0.00,0.00,9.45,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","526",0.00,0.51,9.72,0.00,2.46,0.00,0.00
"20-OCT-2013 07:30","527",0.00,20.88,9.40,0.00,98.09,0.00,0.00
"20-OCT-2013 07:30","528",0.00,28.36,9.38,0.00,133.06,0.00,0.00
"20-OCT-2013 07:30","529",0.00,8.86,9.58,0.00,42.40,0.00,0.00
"20-OCT-2013 07:30","530",0.00,0.00,9.49,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","531",0.00,0.00,9.36,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","532",0.00,0.00,9.36,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","534",0.00,25.90,9.36,0.00,121.20,0.00,0.00
"20-OCT-2013 07:30","535",0.00,69.38,9.36,0.00,324.64,0.00,0.00
"20-OCT-2013 07:30","536",0.00,0.00,9.36,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","537",0.00,0.00,9.36,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","538",0.00,0.00,9.36,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","539",0.00,0.00,9.35,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","540",0.00,10.72,9.58,0.00,51.38,0.00,0.00
"20-OCT-2013 07:30","541",0.00,0.00,9.57,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","542",0.00,20.58,9.54,0.00,98.10,0.00,0.00
"20-OCT-2013 07:30","543",0.00,0.00,9.52,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","544",0.00,21.19,9.44,0.00,100.05,0.00,0.00
"20-OCT-2013 07:30","545",0.00,3.90,9.43,0.00,18.36,0.00,0.00
"20-OCT-2013 07:30","546",0.00,3.21,9.42,0.00,15.12,0.00,0.00
"20-OCT-2013 07:30","547",0.00,2.39,9.40,0.00,11.24,0.00,0.00
"20-OCT-2013 07:30","548",0.00,0.00,9.40,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","549",0.00,0.00,9.40,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","550",0.00,0.00,9.37,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","551",0.00,0.00,9.37,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","552",0.00,4.68,9.37,0.00,21.95,0.00,0.00
"20-OCT-2013 07:30","553",0.00,3.60,9.37,0.00,16.87,0.00,0.00
"20-OCT-2013 07:30","554",0.00,-4.62,9.03,0.00,-20.85,0.00,0.00
"20-OCT-2013 07:30","555",0.00,0.00,9.20,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","556",0.00,16.38,9.27,0.00,75.89,0.00,0.00
"20-OCT-2013 07:30","557",0.00,24.28,9.26,0.00,112.42,0.00,0.00
"20-OCT-2013 07:30","558",0.00,0.00,9.25,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","559",0.00,0.00,9.33,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","560",0.00,12.01,9.35,0.00,56.16,0.00,0.00
"20-OCT-2013 07:30","561",0.00,0.00,9.33,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","563",0.00,40.32,9.34,0.00,188.21,0.00,0.00
"20-OCT-2013 07:30","564",0.00,0.00,9.33,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","565",0.00,0.00,9.33,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","566",0.00,0.00,9.33,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","567",0.00,0.00,9.33,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","568",0.00,0.00,9.18,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","569",0.00,0.00,9.18,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","570",0.00,27.93,9.35,0.00,130.55,0.00,0.00
"20-OCT-2013 07:30","571",0.00,0.00,9.28,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","572",0.00,0.00,9.21,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","573",0.00,0.00,9.21,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","574",11.60,0.00,9.10,52.76,0.00,0.00,0.00
"20-OCT-2013 07:30","575",0.00,1.92,9.10,0.00,8.72,0.00,0.00
"20-OCT-2013 07:30","576",0.00,0.00,9.11,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","577",0.00,33.69,9.36,0.00,157.66,0.00,0.00
"20-OCT-2013 07:30","578",0.00,0.00,9.35,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","579",0.00,0.00,9.34,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","580",15.00,0.00,9.26,69.45,0.00,0.00,0.00
"20-OCT-2013 07:30","581",0.00,0.00,9.26,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","582",0.00,0.15,8.91,0.00,0.69,0.00,0.00
"20-OCT-2013 07:30","583",0.00,0.00,8.90,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","584",0.00,0.22,8.77,0.00,0.97,0.00,0.00
"20-OCT-2013 07:30","585",0.00,0.00,8.77,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","586",21.55,0.00,8.68,93.49,0.00,0.00,0.00
"20-OCT-2013 07:30","587",0.00,0.13,8.68,0.00,0.57,0.00,0.00
"20-OCT-2013 07:30","588",0.00,0.00,8.68,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","591",0.00,1.52,9.66,0.00,7.36,0.00,0.00
"20-OCT-2013 07:30","592",0.00,0.00,9.64,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","593",0.00,0.00,9.65,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","594",0.00,0.00,9.65,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","595",0.00,0.00,9.65,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","596",0.00,0.00,9.64,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","597",0.00,4.84,9.61,0.00,23.27,0.00,0.00
"20-OCT-2013 07:30","598",0.00,0.00,9.61,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","599",0.00,4.04,9.12,0.00,18.40,0.00,0.00
"20-OCT-2013 07:30","600",0.00,0.00,9.12,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","601",0.00,0.00,9.12,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","602",0.00,6.56,9.45,0.00,30.99,0.00,0.00
"20-OCT-2013 07:30","603",0.00,7.85,9.43,0.00,36.99,0.00,0.00
"20-OCT-2013 07:30","604",0.00,0.00,9.52,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","605",0.00,0.00,9.52,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","606",0.00,11.73,9.53,0.00,55.88,0.00,0.00
"20-OCT-2013 07:30","607",0.00,0.00,9.53,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","608",3.50,-1.15,9.19,16.08,-5.26,0.00,0.00
"20-OCT-2013 07:30","609",0.00,0.00,9.19,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","610",0.00,0.11,8.96,0.00,0.48,0.00,0.00
"20-OCT-2013 07:30","611",0.00,0.00,8.95,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","612",24.06,0.00,9.04,108.82,0.00,0.00,0.00
"20-OCT-2013 07:30","613",24.06,0.00,9.04,108.82,0.00,0.00,0.00
"20-OCT-2013 07:30","614",24.06,0.00,9.04,108.82,0.00,0.00,0.00
"20-OCT-2013 07:30","615",24.06,0.00,9.04,108.82,0.00,0.00,0.00
"20-OCT-2013 07:30","616",0.00,0.00,9.04,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","617",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","618",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","619",39.77,0.00,9.06,180.18,0.00,0.00,0.00
"20-OCT-2013 07:30","620",39.77,0.00,9.06,180.18,0.00,0.00,0.00
"20-OCT-2013 07:30","621",39.77,0.00,9.06,180.18,0.00,0.00,0.00
"20-OCT-2013 07:30","622",39.77,0.00,9.06,180.18,0.00,0.00,0.00
"20-OCT-2013 07:30","623",39.77,0.00,9.06,180.18,0.00,0.00,0.00
"20-OCT-2013 07:30","624",39.77,0.00,9.06,180.18,0.00,0.00,0.00
"20-OCT-2013 07:30","625",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","626",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","627",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","628",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","629",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","630",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","631",0.00,7.29,9.01,0.00,32.82,0.00,0.00
"20-OCT-2013 07:30","632",0.00,0.00,9.00,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","633",0.00,0.00,9.00,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","634",0.00,0.00,9.01,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","635",0.00,0.00,9.01,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","636",0.00,0.00,9.01,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","637",0.00,0.00,9.00,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","638",0.00,0.00,9.00,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","639",0.00,18.29,9.11,0.00,83.32,0.00,0.00
"20-OCT-2013 07:30","640",0.00,0.00,9.10,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","641",0.00,0.00,9.09,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","642",0.00,0.00,9.32,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","643",0.00,0.00,9.11,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","644",0.00,23.64,9.09,0.00,107.47,0.00,0.00
"20-OCT-2013 07:30","645",0.00,0.00,9.08,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","646",0.00,17.17,9.35,0.00,80.29,0.00,0.00
"20-OCT-2013 07:30","647",0.00,0.00,9.38,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","648",28.57,0.00,9.08,129.66,0.00,0.00,0.00
"20-OCT-2013 07:30","649",28.57,0.00,9.08,129.66,0.00,0.00,0.00
"20-OCT-2013 07:30","650",28.57,0.00,9.08,129.66,0.00,0.00,0.00
"20-OCT-2013 07:30","651",28.57,0.00,9.08,129.66,0.00,0.00,0.00
"20-OCT-2013 07:30","652",0.00,0.00,9.08,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","653",23.23,0.00,9.08,105.46,0.00,0.00,0.00
"20-OCT-2013 07:30","654",23.23,0.00,9.08,105.46,0.00,0.00,0.00
"20-OCT-2013 07:30","655",23.23,0.00,9.08,105.46,0.00,0.00,0.00
"20-OCT-2013 07:30","656",23.23,0.00,9.08,105.46,0.00,0.00,0.00
"20-OCT-2013 07:30","657",0.00,0.00,9.08,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","658",23.23,0.00,9.06,105.25,0.00,0.00,0.00
"20-OCT-2013 07:30","659",23.23,0.00,9.06,105.25,0.00,0.00,0.00
"20-OCT-2013 07:30","660",23.23,0.00,9.06,105.25,0.00,0.00,0.00
"20-OCT-2013 07:30","661",23.23,0.00,9.06,105.25,0.00,0.00,0.00
"20-OCT-2013 07:30","662",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","663",0.00,6.20,9.34,0.00,28.97,0.00,0.00
"20-OCT-2013 07:30","664",0.00,0.00,9.32,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","665",34.20,0.00,9.11,155.81,0.00,0.00,0.00
"20-OCT-2013 07:30","666",34.20,0.00,9.11,155.81,0.00,0.00,0.00
"20-OCT-2013 07:30","667",0.00,0.00,9.11,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","668",0.00,2.80,9.09,0.00,12.72,0.00,0.00
"20-OCT-2013 07:30","669",0.00,0.00,9.08,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","670",50.00,0.00,9.02,225.40,0.00,0.00,0.00
"20-OCT-2013 07:30","673",0.00,1.04,9.04,0.00,4.71,0.00,0.00
"20-OCT-2013 07:30","674",0.00,0.00,9.01,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","675",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","676",0.00,0.00,9.02,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","677",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","678",0.00,0.00,9.05,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","679",11.50,0.00,9.09,52.27,0.00,0.00,0.00
"20-OCT-2013 07:30","680",0.00,0.00,9.09,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","681",0.00,0.18,9.16,0.00,0.82,0.00,0.00
"20-OCT-2013 07:30","682",0.00,0.00,9.16,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","683",0.00,2.60,9.33,0.00,12.13,0.00,0.00
"20-OCT-2013 07:30","684",0.00,11.51,9.30,0.00,53.53,0.00,0.00
"20-OCT-2013 07:30","685",0.00,0.00,9.28,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","686",0.00,0.00,9.30,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","687",0.00,6.78,9.58,0.00,32.47,0.00,0.00
"20-OCT-2013 07:30","688",0.00,0.00,9.56,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","689",0.00,0.04,9.17,0.00,0.19,0.00,0.00
"20-OCT-2013 07:30","690",41.25,0.00,8.98,185.23,0.00,0.00,0.00
"20-OCT-2013 07:30","691",41.25,0.00,8.98,185.23,0.00,0.00,0.00
"20-OCT-2013 07:30","692",41.25,0.00,8.98,185.23,0.00,0.00,0.00
"20-OCT-2013 07:30","693",41.25,0.00,8.98,185.23,0.00,0.00,0.00
"20-OCT-2013 07:30","694",0.00,-4.84,8.98,0.00,-21.71,0.00,0.00
"20-OCT-2013 07:30","695",0.00,0.00,8.98,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","696",0.00,25.45,9.59,0.00,121.99,0.00,0.00
"20-OCT-2013 07:30","697",0.00,0.00,9.54,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","698",0.00,17.05,9.48,0.00,80.76,0.00,0.00
"20-OCT-2013 07:30","699",0.00,0.00,9.46,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","703",0.00,30.24,9.09,0.00,137.40,0.00,0.00
"20-OCT-2013 07:30","704",0.00,0.00,9.10,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","705",0.00,0.00,9.10,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","706",0.00,0.00,9.09,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","707",0.00,0.00,9.10,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","708",0.00,0.00,9.08,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","710",0.00,38.46,9.24,0.00,177.79,0.00,0.00
"20-OCT-2013 07:30","711",0.00,0.00,9.28,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","712",0.00,0.00,9.34,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","713",0.00,0.00,9.24,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","714",0.00,1.03,8.83,0.00,4.54,0.00,0.00
"20-OCT-2013 07:30","715",54.29,0.00,8.83,239.74,0.00,0.00,0.00
"20-OCT-2013 07:30","716",54.29,0.00,8.83,239.74,0.00,0.00,0.00
"20-OCT-2013 07:30","717",54.29,0.00,8.83,239.74,0.00,0.00,0.00
"20-OCT-2013 07:30","718",54.29,0.00,8.83,239.74,0.00,0.00,0.00
"20-OCT-2013 07:30","719",54.29,0.00,8.83,239.74,0.00,0.00,0.00
"20-OCT-2013 07:30","720",54.29,0.00,8.83,239.74,0.00,0.00,0.00
"20-OCT-2013 07:30","721",54.29,0.00,8.83,239.74,0.00,0.00,0.00
"20-OCT-2013 07:30","722",0.00,0.00,8.83,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","723",0.00,-13.98,9.23,0.00,-64.52,0.00,0.00
"20-OCT-2013 07:30","724",0.00,0.00,9.25,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","725",0.00,4.40,9.26,0.00,20.40,0.00,0.00
"20-OCT-2013 07:30","726",0.00,0.00,9.18,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","727",32.80,0.00,9.02,147.88,0.00,0.00,0.00
"20-OCT-2013 07:30","729",32.80,0.00,9.02,147.88,0.00,0.00,0.00
"20-OCT-2013 07:30","730",32.80,0.00,9.02,147.88,0.00,0.00,0.00
"20-OCT-2013 07:30","731",32.80,0.00,9.02,147.88,0.00,0.00,0.00
"20-OCT-2013 07:30","732",32.80,0.00,9.02,147.88,0.00,0.00,0.00
"20-OCT-2013 07:30","733",33.33,0.00,8.90,148.29,0.00,0.00,0.00
"20-OCT-2013 07:30","734",33.33,0.00,8.90,148.29,0.00,0.00,0.00
"20-OCT-2013 07:30","735",33.33,0.00,8.90,148.29,0.00,0.00,0.00
"20-OCT-2013 07:30","736",0.00,0.00,8.89,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","737",0.00,0.00,8.90,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","738",0.00,0.00,9.02,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","739",0.00,24.25,9.09,0.00,110.25,0.00,0.00
"20-OCT-2013 07:30","740",0.00,0.00,9.09,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","741",0.00,0.00,9.07,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","742",0.00,572.99,9.30,0.00,2665.40,0.00,0.00
"20-OCT-2013 07:30","743",0.00,0.00,9.09,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","744",0.00,0.00,9.17,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","745",0.00,0.00,9.23,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","746",0.00,0.00,9.23,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","747",0.00,0.00,9.09,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","748",0.00,0.00,10.47,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","749",0.00,0.00,10.39,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","750",0.00,0.52,10.38,0.00,2.70,0.00,0.00
"20-OCT-2013 07:30","751",0.00,48.18,10.39,0.00,250.35,0.00,0.00
"20-OCT-2013 07:30","752",0.00,0.00,10.41,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","753",0.00,0.00,9.80,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","754",0.00,14.16,10.26,0.00,72.61,0.00,0.00
"20-OCT-2013 07:30","755",0.00,0.00,10.74,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","756",0.00,0.00,9.85,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","757",0.00,0.00,10.16,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","758",33.00,0.00,9.70,160.01,0.00,0.00,0.00
"20-OCT-2013 07:30","759",0.00,0.00,9.89,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","760",0.00,19.76,9.93,0.00,98.16,0.00,0.00
"20-OCT-2013 07:30","761",0.00,0.00,9.96,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","762",0.00,0.00,9.63,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","763",0.00,0.00,9.74,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","764",0.00,0.00,9.58,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","765",0.00,0.00,9.54,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","766",0.00,0.00,9.82,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","767",0.00,0.00,9.80,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","768",0.00,0.00,9.87,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","769",17.45,0.00,8.68,75.68,0.00,0.00,0.00
"20-OCT-2013 07:30","770",0.00,0.00,9.53,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","771",0.00,0.00,9.30,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","772",0.00,15.00,9.11,0.00,68.31,0.00,0.00
"20-OCT-2013 07:30","773",0.00,0.00,10.72,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","774",0.00,0.00,10.72,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","775",0.00,0.00,10.41,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","776",0.00,0.00,10.47,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","777",0.00,0.00,10.48,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","778",0.00,0.00,10.48,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","779",0.00,0.00,10.41,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","782",0.00,0.00,10.39,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","784",0.00,0.00,10.39,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","785",0.00,0.00,10.41,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","786",0.00,0.00,10.35,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","787",0.00,0.00,10.54,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","788",0.00,0.00,10.17,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","789",0.00,0.00,9.96,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","790",0.00,0.00,9.96,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","791",0.00,0.00,10.43,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","792",0.00,0.00,10.43,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","793",0.00,0.00,9.76,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","794",0.00,0.00,9.76,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","795",0.00,0.00,9.76,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","796",0.00,0.00,9.74,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","797",0.00,0.00,9.63,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","798",0.00,0.00,9.63,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","799",0.00,0.00,9.54,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","800",0.00,0.00,9.57,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","801",0.00,0.00,9.65,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","802",0.00,0.00,9.40,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","803",0.00,0.00,9.37,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","804",0.00,0.00,9.36,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","805",0.00,0.00,9.35,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","806",0.00,0.00,9.33,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","807",0.00,0.00,9.65,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","808",0.00,0.00,9.65,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","809",0.00,0.00,9.01,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","810",0.00,0.00,9.06,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","811",0.00,0.00,9.10,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","812",0.00,0.00,9.10,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","813",0.00,0.00,9.09,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","814",0.00,0.00,9.10,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","815",0.00,0.00,9.28,0.00,0.00,0.00,0.00
"20-OCT-2013 07:30","816",0.00,0.00,8.89,0.00,0.00,0.00,0.00
